Player,Player-additional,Tm,Salary,Year
Jarred Vanderbilt,vandeja01,LAL,4698000,2024
Nickeil Alexander-Walker,alexani01,MIN,4687500,2024
James Bouknight,bouknja01,CHO,4570080,2024
Saddiq Bey,beysa01,ATL,4556983,2024
Jalen McDaniels,mcdanja01,TOR,4516000,2024
Precious Achiuwa,achiupr01,NYK,4379527,2024
Tyrese Maxey,maxeyty01,PHI,4343920,2024
Danuel House Jr.,houseda01,PHI,4310250,2024
Zeke Nnaji,nnajize01,DEN,4306281,2024
Immanuel Quickley,quickim01,TOR,4171548,2024
Chris Duarte,duartch01,SAC,4124400,2024
Payton Pritchard,pritcpa01,BOS,4037278,2024
Seth Curry,curryse01,CHO,4000000,2024
Troy Brown Jr.,browntr01,DET,4000000,2024
Dwight Powell,poweldw01,DAL,4000000,2024
Moses Moody,moodymo01,GSW,3918480,2024
Jaden McDaniels,mcdanja02,MIN,3901399,2024
Malachi Flynn,flynnma01,DET,3873025,2024
Desmond Bane,banede01,MEM,3845083,2024
Kevin Love,loveke01,MIA,3835738,2024
Russell Westbrook,westbru01,LAC,3835738,2024
Corey Kispert,kispeco01,WAS,3722040,2024
Amir Coffey,coffeam01,LAC,3666667,2024
Alperen Şengün,sengual01,HOU,3536280,2024
Mike Muscala,muscami01,OKC,3500000,2024
Andre Drummond,drumman01,CHI,3360000,2024
Trey Murphy III,murphtr02,NOP,3359280,2024
Derrick Rose,rosede01,MEM,3196448,2024
Eric Gordon,gordoer01,PHO,3196448,2024
Tre Mann,manntr01,CHO,3191280,2024
Jordan Nwora,nworajo01,TOR,3000000,2024
Dante Exum,exumda01,DAL,3000000,2024
Jalen Johnson,johnsja05,ATL,2925360,2024
Josh Richardson,richajo01,MIA,2891467,2024
Josh Okogie,okogijo01,PHO,2815937,2024
Keon Johnson,johnske07,BRK,2808720,2024
Omer Yurtseven,yurtsom01,UTA,2800000,2024
Kyle Lowry,lowryky01,PHI,2795839,2024
Christian Wood,woodch01,LAL,2709849,2024
Isaiah Jackson,jacksis01,IND,2696280,2024
Charles Bassey,bassech01,SAS,2600000,2024
Kris Dunn,dunnkr01,UTA,2586665,2024
Damian Jones,jonesda03,CLE,2586665,2024
Bruno Fernando,fernabr01,ATL,2581522,2024
Willy Hernangómez,hernawi01,NOP,2559942,2024
Damion Lee,leeda03,PHO,2528233,2024
Thomas Bryant,bryanth01,MIA,2528233,2024
Torrey Craig,craigto01,CHI,2528233,2024
Josh Christopher,chrisjo01,MIA,2485200,2024
Ty Jerome,jeromty01,CLE,2439025,2024
PJ Dozier,doziepj01,MIN,2413304,2024
Luke Kornet,kornelu01,BOS,2413304,2024
John Konchar,konchjo01,MEM,2400000,2024
Quentin Grimes,grimequ01,DET,2385720,2024
Keita Bates-Diop,bateske01,BRK,2364614,2024
Yuta Watanabe,watanyu01,MEM,2346614,2024
Drew Eubanks,eubandr01,PHO,2346614,2024
Jordan McLaughlin,mclaujo01,MIN,2320000,2024
Bones Hyland,hylanbo01,LAC,2306400,2024
Cam Thomas,thomaca02,BRK,2240160,2024
Vlatko Čančar,cancavl01,DEN,2234359,2024
Jaden Springer,sprinja01,BOS,2226240,2024
Day'Ron Sharpe,sharpda01,BRK,2210040,2024
Jeremiah Robinson-Earl,robinje02,NOP,2196970,2024
Santi Aldama,aldamsa01,MEM,2194200,2024
Jaxson Hayes,hayesja02,LAL,2165000,2024
Cam Reddish,reddica01,LAL,2165000,2024
Oshae Brissett,brissos01,BOS,2165000,2024
Luka Šamanić,samanlu01,UTA,2066585,2024
Goga Bitadze,bitadgo01,ORL,2062585,2024
Tristan Thompson,thomptr01,CLE,2019796,2024
Sandro Mamukelashvili,mamuksa01,SAS,2019760,2024
Alex Len,lenal01,SAC,2019760,2024
Montrezl Harrell,harremo01,PHI,2019760,2024
Malik Beasley,beaslma01,MIL,2019760,2024
Jae Crowder,crowdja01,MIL,2019760,2024
Frank Ntilikina,ntilila01,CHO,2019706,2024
Ish Smith,smithis01,CHO,2019706,2024
Nerlens Noel,noelne01,SAC,2019706,2024
JaVale McGee,mcgeeja01,SAC,2019706,2024
Robin Lopez,lopezro01,MIL,2019706,2024
Dalano Banton,bantoda01,POR,2019706,2024
Moses Brown,brownmo01,POR,2019706,2024
Bol Bol,bolbo01,PHO,2019706,2024
Mo Bamba,bambamo01,PHI,2019706,2024
Kelly Oubre Jr.,oubreke01,PHI,2019706,2024
Danny Green,greenda02,PHI,2019706,2024
Trendon Watford,watfotr01,BRK,2019706,2024
Lonnie Walker IV,walkelo01,BRK,2019706,2024
Dennis Smith Jr.,smithde03,BRK,2019706,2024
Thanasis Antetokounmpo,antetth01,MIL,2019706,2024
Patrick Beverley,beverpa01,MIL,2019706,2024
Cory Joseph,josepco01,GSW,2019706,2024
Aaron Holiday,holidaa01,HOU,2019706,2024
Reggie Bullock,bullore01,HOU,2019706,2024
Boban Marjanović,marjabo01,HOU,2019706,2024
Dario Šarić,saricda01,GSW,2019706,2024
Chimezie Metu,metuch01,DET,2019706,2024
Ryan Arcidiacono,arcidry01,NYK,2019706,2024
Justin Holiday,holidju01,DEN,2019706,2024
DeAndre Jordan,jordade01,DEN,2019706,2024
Derrick Jones Jr.,jonesde02,DAL,2019706,2024
Markieff Morris,morrima02,DAL,2019706,2024
Terry Taylor,taylote01,CHI,2019706,2024
Cody Zeller,zelleco01,NOP,2019706,2024
Svi Mykhailiuk,mykhasv01,BOS,2019706,2024
Wesley Matthews,matthwe02,ATL,2019706,2024
Garrison Mathews,mathega01,ATL,2000000,2024
Anthony Gill,gillan01,WAS,1997239,2024
R.J. Hampton,hamptrj01,MIA,1997238,2024
Isaiah Joe,joeis01,OKC,1997238,2024
Sam Merrill,merrisa01,CLE,1997238,2024
Lamar Stevens,stevela01,MEM,1930681,2024
KJ Martin,martike04,PHI,1930681,2024
KJ Martin,martike04,LAC,1930681,2024
Naji Marshall,marshna01,NOP,1930681,2024
Xavier Tillman Sr.,tillmxa01,BOS,1930681,2024
Kessler Edwards,edwarke02,SAC,1927896,2024
Jericho Sims,simsje01,NYK,1927896,2024
Joe Wieskamp,wieskjo01,DAL,1927896,2024
Sam Hauser,hausesa01,BOS,1927896,2024
Carlik Jones,jonesca03,CHI,1922896,2024
Haywood Highsmith,highsha01,MIA,1902137,2024
Kevin Knox,knoxke01,DET,1845593,2024
JT Thor,thorjt01,CHO,1836096,2024
Isaiah Todd,toddis01,MEM,1836096,2024
Isaiah Livers,liveris01,DET,1836096,2024
Aaron Wiggins,wiggiaa01,OKC,1836096,2024
Miles McBride,mcbrimi01,NYK,1836096,2024
Brandon Boston Jr.,bostobr01,LAC,1836096,2024
Marko Simonovic,simonma01,CHI,1836096,2024
Jose Alvarado,alvarjo01,NOP,1836096,2024
Joshua Primo,primojo01,LAC,1764341,2024
Daniel Theis,theisda01,LAC,1741126,2024
Spencer Dinwiddie,dinwisp01,LAL,1554654,2024
Eugene Omoruyi,omorueu01,WAS,900000,2024
James Johnson,johnsja01,IND,777703,2024
Lindy Waters III,waterli01,OKC,766095,2024
Bismack Biyombo,biyombi01,OKC,754488,2024
Danilo Gallinari,gallida01,MIL,661628,2024
Delon Wright,wrighde01,MIA,661628,2024
Thaddeus Young,youngth01,PHO,638413,2024
Aleksej Pokusevski,pokusal01,CHO,565176,2024
Trent Forrest,forretr01,ATL,553151,2024
Shake Milton,miltosh01,NYK,552938,2024
Darius Bazley,bazleda01,UTA,500000,2024
Patty Mills,millspa02,MIA,475908,2024
Taj Gibson,gibsota01,DET,348225,2024
